date,sector,fg_index,n_headlines
2020-06-03,Energy,64.98409090909091,11
2020-06-04,Energy,51.022083333333335,12
2020-06-05,Energy,49.23015625,32
2020-06-08,Energy,56.121764705882356,17
2020-06-09,Energy,53.615,13
2020-06-10,Energy,56.36642857142857,28
2020-06-11,Energy,45.65589285714286,28
2020-06-12,Energy,45.1953125,16
2020-06-15,Energy,42.963,20
2020-06-16,Energy,54.419,15
2020-06-17,Energy,48.714,10
2020-06-18,Energy,51.67958333333333,12
2020-06-19,Energy,50.49764705882353,17
2020-06-22,Energy,55.689285714285724,7
2020-06-23,Energy,51.145625,8
2020-06-24,Energy,50.076875,16
2020-06-25,Energy,51.63,17
2020-06-26,Energy,52.656666666666666,9
2020-06-29,Energy,45.64125,8
2020-06-30,Energy,51.434333333333335,15
2020-07-01,Energy,52.75214285714286,7
2020-07-02,Energy,47.520681818181814,22
2020-07-06,Energy,54.8615625,16
2020-07-07,Energy,47.49961538461538,13
2020-07-08,Energy,51.035,2
2020-07-09,Energy,52.07363636363636,11
2020-07-10,Energy,54.45555555555555,9
2020-07-13,Energy,49.8575,4
2020-07-14,Energy,50.3225,2
2020-07-15,Energy,41.84875,8
2020-07-16,Energy,48.152,10
